<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20160615,210000,1284.42,1296.68,1284.42,1291.13,21057
20160616,010000,1291.82,1300.38,1290.93,1297.50,16298
20160616,050000,1297.47,1302.95,1296.96,1302.69,26447
20160616,090000,1302.69,1313.34,1301.95,1302.79,38417
20160616,130000,1302.80,1312.02,1302.59,1310.25,38063
20160616,170000,1310.28,1315.47,1282.57,1285.37,34287
20160616,210000,1285.35,1289.03,1277.34,1277.34,15139
20160617,010000,1278.06,1286.09,1276.30,1278.55,14282
20160617,050000,1278.55,1284.75,1278.06,1282.87,11882
20160617,090000,1282.95,1285.54,1279.20,1284.20,19830
20160617,130000,1284.21,1291.77,1284.09,1290.93,26954
20160617,170000,1290.83,1295.95,1284.83,1293.19,18012
20160617,210000,1293.13,1299.42,1292.72,1298.32,5613
20160620,010000,1289.41,1292.13,1280.91,1284.76,15258
20160620,050000,1284.76,1286.28,1280.21,1283.24,11386
20160620,090000,1283.20,1288.68,1280.58,1283.26,10959
20160620,130000,1283.20,1284.38,1277.87,1281.68,21472
20160620,170000,1281.72,1290.31,1278.69,1288.26,22045
20160620,210000,1288.26,1291.03,1286.45,1289.93,7328
20160621,010000,1289.63,1294.09,1286.72,1288.49,15840
20160621,050000,1288.48,1288.95,1282.70,1283.11,19260
20160621,090000,1283.09,1284.78,1279.85,1280.73,18337
20160621,130000,1280.72,1280.93,1269.30,1272.47,40269
20160621,170000,1272.46,1273.75,1265.31,1269.18,27311
20160621,210000,1269.21,1271.20,1264.39,1268.32,9523
20160622,010000,1268.09,1270.54,1266.11,1268.74,14023
20160622,050000,1268.78,1269.86,1261.08,1263.26,16320
20160622,090000,1263.26,1268.42,1262.67,1264.94,22148
20160622,130000,1264.95,1268.53,1262.90,1266.21,29265
20160622,170000,1266.30,1269.25,1263.49,1264.27,33883
20160622,210000,1264.28,1267.34,1263.52,1265.87,10793
20160623,010000,1264.38,1266.80,1259.32,1265.08,10475
20160623,050000,1265.04,1265.71,1261.02,1265.27,10775
20160623,090000,1265.30,1271.68,1263.74,1266.59,20612
20160623,130000,1266.60,1266.65,1257.50,1262.67,25377
20160623,170000,1262.71,1267.11,1258.88,1260.39,21499
20160623,210000,1260.39,1263.03,1254.37,1255.13,8018
20160624,010000,1249.68,1285.41,1249.58,1270.91,30560
20160624,050000,1271.11,1358.20,1270.41,1319.58,47282
20160624,090000,1319.50,1324.92,1306.60,1315.59,33780
20160624,130000,1315.59,1331.64,1312.26,1315.30,42324
20160624,170000,1315.30,1320.45,1308.89,1318.06,30381
20160624,210000,1318.05,1320.35,1315.07,1315.37,9646
20160627,010000,1319.50,1335.24,1319.50,1328.00,18265
20160627,050000,1327.98,1328.77,1322.65,1327.50,11749
20160627,090000,1327.55,1327.90,1323.01,1325.60,17370
20160627,130000,1325.60,1333.21,1323.15,1325.29,24141
20160627,170000,1325.35,1327.40,1317.58,1324.60,24522
20160627,210000,1324.54,1329.95,1323.38,1324.02,9313
20160628,010000,1324.21,1326.07,1318.28,1319.66,9983
20160628,050000,1319.62,1321.80,1313.51,1317.55,13457
20160628,090000,1317.54,1318.39,1308.93,1308.97,14839
20160628,130000,1308.97,1319.38,1305.23,1310.87,21782
20160628,170000,1310.83,1316.15,1309.78,1314.26,13747
20160628,210000,1314.25,1315.57,1310.64,1311.58,5743
20160629,010000,1310.22,1319.21,1310.16,1318.07,9046
20160629,050000,1318.07,1321.28,1316.95,1320.58,10325
20160629,090000,1320.53,1323.51,1317.60,1318.67,12836
20160629,130000,1318.63,1323.27,1315.89,1321.10,17311
20160629,170000,1321.06,1327.71,1319.25,1325.01,13723
20160629,210000,1324.92,1326.10,1316.00,1318.62,6593
20160630,010000,1317.19,1317.80,1313.89,1316.57,8876
20160630,050000,1316.59,1316.91,1313.80,1316.16,8320
20160630,090000,1316.16,1320.24,1312.61,1315.76,10967
20160630,130000,1315.75,1322.15,1315.39,1320.55,14192
20160630,170000,1320.55,1322.86,1314.56,1319.10,18014
20160630,210000,1319.18,1324.07,1318.67,1321.32,4866
20160701,010000,1323.19,1329.54,1320.32,1328.18,10762
20160701,050000,1328.22,1335.97,1326.58,1333.48,11905
20160701,090000,1333.37,1338.08,1330.36,1331.75,13272
20160701,130000,1331.77,1341.35,1331.32,1339.65,14179
20160701,170000,1339.65,1339.65,1334.46,1336.21,16882
20160701,210000,1336.21,1344.43,1335.80,1341.99,9240
20160704,010000,1341.59,1350.41,1335.91,1348.35,16523
20160704,050000,1348.36,1357.26,1342.68,1349.38,21257
20160704,090000,1349.34,1353.03,1345.72,1351.72,15943
20160704,130000,1351.67,1353.67,1349.17,1350.27,25144
20160704,170000,1350.26,1352.21,1348.78,1349.99,5782
20160705,010000,1348.07,1352.08,1338.01,1342.58,14251
20160705,050000,1342.54,1345.56,1341.03,1342.51,12103
20160705,090000,1342.54,1346.44,1341.73,1345.33,23687
20160705,130000,1345.31,1352.78,1343.87,1350.19,31704
20160705,170000,1350.22,1356.77,1342.21,1355.36,38856
20160705,210000,1355.34,1357.48,1353.85,1355.56,10535
20160706,010000,1355.16,1371.05,1355.07,1368.68,17625
20160706,050000,1368.77,1370.80,1364.86,1370.03,11628
20160706,090000,1369.99,1371.90,1364.07,1370.69,26426
20160706,130000,1370.67,1375.00,1364.67,1367.79,25787
20160706,170000,1365.80,1373.24,1363.11,1367.38,24785
20160706,210000,1367.49,1368.90,1359.63,1363.54,11247
20160707,010000,1362.63,1370.61,1362.41,1368.52,14126
20160707,050000,1368.55,1369.25,1366.52,1367.78,12290
20160707,090000,1367.75,1368.91,1365.29,1366.14,24893
20160707,130000,1366.11,1366.14,1353.36,1354.90,37663
20160707,170000,1354.95,1362.47,1350.69,1357.79,38780
20160707,210000,1357.76,1362.82,1357.43,1360.35,7520
20160708,010000,1358.46,1361.84,1354.44,1355.43,10014
20160708,050000,1355.43,1359.18,1354.76,1357.69,15554
20160708,090000,1357.71,1358.39,1353.94,1356.35,20946
20160708,130000,1356.35,1370.16,1335.09,1352.77,45929
20160708,170000,1352.87,1361.04,1350.90,1360.36,28825
20160708,210000,1360.38,1367.40,1358.79,1366.58,10348
20160711,010000,1367.44,1374.98,1362.97,1369.29,17028
20160711,050000,1369.29,1370.51,1362.54,1362.79,19372
20160711,090000,1362.80,1363.67,1356.76,1359.06,36781
20160711,130000,1359.06,1360.19,1350.62,1356.91,37488
20160711,170000,1356.91,1360.18,1353.61,1354.61,33674
20160711,210000,1354.61,1356.06,1352.71,1354.94,7468
20160712,010000,1354.23,1356.97,1351.66,1356.71,16106
20160712,050000,1356.72,1357.57,1353.44,1355.70,13381
20160712,090000,1355.70,1357.42,1350.28,1350.70,26878
20160712,130000,1350.68,1353.60,1341.19,1342.65,31736
20160712,170000,1342.64,1345.31,1330.27,1333.51,31971
20160712,210000,1333.42,1335.01,1331.74,1332.63,6414
20160713,010000,1332.61,1335.47,1327.43,1330.83,13972
20160713,050000,1330.82,1340.31,1330.10,1338.67,15593
20160713,090000,1338.61,1344.01,1337.56,1338.25,10253
20160713,130000,1338.24,1345.11,1336.22,1343.35,11001
20160713,170000,1343.32,1344.07,1336.60,1343.08,13154
20160713,210000,1343.11,1344.16,1342.09,1342.16,4380
20160714,010000,1343.34,1347.00,1337.87,1342.64,12846
20160714,050000,1342.61,1342.67,1333.25,1333.78,22518
20160714,090000,1333.80,1335.15,1324.49,1326.75,37940
20160714,130000,1326.70,1330.27,1320.06,1324.24,44572
20160714,170000,1324.24,1333.45,1323.34,1331.75,41208
20160714,210000,1331.83,1335.10,1330.55,1334.78,8871
20160715,010000,1334.77,1336.60,1326.67,1329.22,17487
20160715,050000,1329.22,1334.37,1326.31,1333.39,14681
20160715,090000,1333.35,1333.77,1330.13,1332.32,23529
20160715,130000,1332.33,1336.12,1322.39,1327.23,36742
20160715,170000,1327.20,1332.04,1323.32,1327.24,37345
20160715,210000,1327.25,1338.59,1325.73,1337.22,12797
20160718,010000,1332.11,1334.48,1323.55,1326.71,11651
20160718,050000,1326.68,1330.55,1325.04,1329.19,10722
20160718,090000,1329.15,1329.81,1325.29,1327.87,25946
20160718,130000,1327.90,1335.33,1323.35,1332.93,29836
20160718,170000,1332.99,1334.50,1326.36,1328.57,33239
20160718,210000,1328.55,1331.39,1327.06,1328.43,9395
20160719,010000,1327.65,1330.21,1325.45,1329.24,8874
20160719,050000,1329.16,1331.68,1326.78,1327.88,11828
20160719,090000,1327.85,1334.91,1326.61,1332.10,27435
20160719,130000,1332.13,1333.40,1327.61,1331.13,31278
20160719,170000,1331.15,1333.78,1328.73,1333.00,30101
20160719,210000,1333.00,1333.29,1330.67,1331.60,7723
20160720,010000,1330.85,1338.10,1330.37,1333.01,16028
20160720,050000,1333.00,1333.60,1329.20,1329.86,16733
20160720,090000,1329.79,1330.30,1324.22,1325.75,26508
20160720,130000,1325.73,1325.80,1313.47,1315.09,27836
20160720,170000,1315.05,1320.84,1314.77,1317.46,25485
20160720,210000,1317.48,1318.08,1312.44,1315.58,9986
20160721,010000,1315.16,1316.25,1310.70,1313.37,10260
20160721,050000,1313.34,1318.83,1312.98,1316.46,13754
20160721,090000,1316.39,1323.33,1316.06,1321.95,29518
20160721,130000,1321.95,1322.60,1314.49,1317.61,33039
20160721,170000,1317.64,1331.90,1317.27,1328.99,33489
20160721,210000,1328.99,1333.80,1328.76,1330.84,10428
20160722,010000,1330.12,1333.66,1329.12,1330.09,11752
20160722,050000,1330.17,1330.70,1324.27,1325.76,20581
20160722,090000,1325.73,1327.45,1322.00,1325.96,27379
20160722,130000,1325.92,1326.58,1319.54,1321.31,27165
20160722,170000,1321.32,1324.92,1319.63,1323.31,28440
20160722,210000,1323.31,1324.34,1321.35,1321.87,7683
20160725,010000,1322.72,1323.57,1313.36,1316.69,13477
20160725,050000,1316.69,1319.19,1316.10,1317.84,8735
20160725,090000,1317.86,1318.29,1314.06,1316.37,19688
20160725,130000,1316.39,1318.79,1312.07,1313.67,20432
20160725,170000,1313.69,1322.04,1312.76,1319.98,25955
20160725,210000,1320.01,1320.78,1313.70,1315.43,8132
20160726,010000,1314.57,1322.38,1314.09,1318.51,9493
20160726,050000,1318.50,1320.39,1313.66,1318.98,16489
20160726,090000,1318.90,1324.35,1314.84,1321.74,23067
20160726,130000,1321.76,1322.31,1318.42,1319.32,21488
20160726,170000,1319.33,1321.29,1317.39,1320.41,22117
20160726,210000,1320.41,1321.52,1319.02,1319.97,7441
20160727,010000,1319.43,1320.01,1316.37,1318.32,8134
20160727,050000,1318.30,1320.30,1315.65,1317.91,17077
20160727,090000,1317.89,1321.24,1317.37,1319.98,15817
20160727,130000,1320.01,1328.86,1318.96,1327.67,22878
20160727,170000,1327.73,1329.24,1325.34,1326.64,20807
20160727,210000,1326.49,1342.30,1320.81,1339.84,22964
20160728,010000,1339.21,1340.61,1336.77,1337.32,11156
20160728,050000,1337.30,1339.77,1336.28,1339.17,12680
20160728,090000,1339.09,1342.89,1338.64,1340.07,21816
20160728,130000,1340.07,1345.45,1339.22,1341.60,25515
20160728,170000,1341.60,1342.16,1332.34,1334.33,29518
20160728,210000,1334.32,1337.50,1333.87,1335.17,9299
20160729,010000,1334.80,1339.02,1334.63,1338.80,12204
20160729,050000,1338.82,1343.68,1328.19,1334.01,22894
20160729,090000,1334.05,1336.28,1330.06,1333.67,25355
20160729,130000,1333.67,1348.73,1333.24,1342.27,31831
20160729,170000,1342.36,1353.40,1342.04,1351.70,38741
20160729,210000,1351.68,1354.87,1349.67,1350.75,11507
20160801,010000,1349.61,1351.56,1345.91,1350.42,12735
20160801,050000,1350.48,1351.21,1347.23,1347.50,14813
20160801,090000,1347.50,1349.99,1346.47,1349.33,18944
20160801,130000,1349.32,1349.66,1346.23,1348.76,22654
20160801,170000,1348.78,1354.00,1347.06,1352.37,25622
20160801,210000,1352.37,1354.75,1352.12,1352.55,7892
20160802,010000,1352.66,1354.04,1347.28,1348.03,11809
20160802,050000,1348.02,1351.67,1346.99,1351.65,13513
20160802,090000,1351.64,1360.77,1351.04,1359.81,30520
20160802,130000,1359.80,1364.65,1356.34,1363.39,30104
20160802,170000,1363.40,1367.14,1363.12,1365.02,23269
20160802,210000,1365.02,1365.75,1363.01,1363.18,7192
20160803,010000,1362.55,1366.15,1361.72,1362.85,9950
20160803,050000,1362.84,1365.10,1361.68,1362.71,13789
20160803,090000,1362.71,1365.51,1362.50,1363.60,20750
20160803,130000,1363.54,1366.28,1357.60,1359.17,25567
20160803,170000,1359.30,1359.46,1354.05,1356.86,25239
20160803,210000,1356.86,1358.78,1356.41,1357.68,7519
20160804,010000,1357.11,1359.02,1354.35,1358.13,13922
20160804,050000,1358.13,1358.33,1349.72,1352.57,20435
20160804,090000,1352.57,1353.58,1348.97,1350.90,18546
20160804,130000,1350.89,1364.81,1350.57,1363.49,32768
20160804,170000,1363.49,1364.17,1360.30,1361.33,22923
20160804,210000,1361.33,1362.44,1359.74,1361.04,5832
20160805,010000,1360.53,1361.76,1358.82,1360.50,9292
20160805,050000,1360.50,1364.60,1360.00,1364.08,13461
20160805,090000,1364.08,1364.52,1360.92,1361.55,16550
20160805,130000,1361.57,1362.35,1339.68,1340.76,37265
20160805,170000,1340.76,1341.03,1336.71,1337.28,24513
20160805,210000,1337.27,1338.86,1334.56,1336.23,7915
20160808,010000,1335.18,1337.49,1331.23,1335.36,15817
20160808,050000,1335.35,1338.12,1333.25,1336.59,12754
20160808,090000,1336.59,1336.63,1329.75,1330.98,21780
20160808,130000,1330.94,1336.67,1330.32,1336.22,24147
20160808,170000,1336.26,1337.94,1334.41,1335.14,20544
20160808,210000,1335.19,1336.34,1334.64,1335.13,6725
20160809,010000,1334.47,1337.02,1333.38,1333.80,9028
20160809,050000,1333.79,1335.05,1332.37,1332.39,8356
20160809,090000,1332.42,1334.55,1330.40,1333.68,18508
20160809,130000,1333.68,1340.60,1330.83,1339.45,22505
20160809,170000,1339.45,1342.48,1338.52,1340.99,24662
20160809,210000,1340.95,1341.50,1338.01,1340.11,7718
20160810,010000,1340.16,1348.21,1339.36,1347.68,13226
20160810,050000,1347.68,1353.26,1347.40,1350.88,6808
20160810,090000,1350.86,1355.11,1350.72,1352.14,17497
20160810,130000,1352.12,1357.13,1348.09,1348.86,28709
20160810,170000,1348.87,1349.23,1342.49,1346.80,23908
20160810,210000,1346.82,1347.76,1345.49,1346.25,6704
20160811,010000,1346.74,1347.85,1341.46,1343.42,12594
20160811,050000,1343.41,1344.17,1339.96,1342.91,12456
20160811,090000,1342.93,1347.18,1341.61,1344.84,17888
20160811,130000,1344.84,1348.47,1342.98,1346.14,24954
20160811,170000,1346.16,1353.19,1342.75,1343.66,29556
20160811,210000,1343.66,1344.16,1335.59,1338.49,10804
20160812,010000,1337.69,1340.73,1334.63,1340.38,13566
20160812,050000,1340.50,1341.13,1337.08,1339.93,12764
20160812,090000,1339.91,1340.28,1335.30,1336.57,19667
20160812,130000,1336.58,1356.14,1335.97,1351.99,35416
20160812,170000,1351.95,1354.03,1333.14,1337.28,35569
20160812,210000,1337.27,1338.05,1333.97,1335.92,8048
20160815,010000,1338.00,1339.29,1336.08,1338.59,11671
20160815,050000,1338.51,1339.72,1337.80,1339.27,9549
20160815,090000,1339.24,1342.06,1337.72,1339.02,20409
20160815,130000,1338.99,1341.63,1335.63,1339.72,24709
20160815,170000,1339.68,1343.69,1338.06,1340.94,23041
20160815,210000,1340.95,1341.17,1338.90,1339.21,5397
20160816,010000,1338.81,1346.18,1338.81,1343.66,9046
20160816,050000,1343.68,1348.06,1342.99,1347.32,14091
20160816,090000,1347.30,1351.57,1347.03,1351.41,8550
20160816,130000,1351.42,1357.89,1341.03,1343.33,38028
20160816,170000,1343.30,1351.82,1342.93,1349.66,21260
20160816,210000,1349.66,1349.86,1345.58,1346.07,6867
20160817,010000,1345.22,1347.70,1344.74,1345.03,10185
20160817,050000,1345.03,1345.30,1340.70,1343.71,14203
20160817,090000,1343.69,1346.18,1341.24,1342.40,22887
